GALID,stage,variable,bin_left,bin_right,center,N_usable,N_SF,eligible_usable,survivor_support,f_SF,sum_Sigma_SFR_SF,mean_Sigma_SFR_SF_galaxy,mean_Sigma_SFR_all_HII_galaxy
NGC4694,close-to-peak,radius_re,1.25,1.5,1.375,11651,0,True,False,0.0,0.0,,0.0
NGC4694,close-to-peak,radius_re,1.5,1.75,1.625,10307,0,True,False,0.0,0.0,,0.0
NGC4694,close-to-peak,radius_re,1.75,2.0,1.875,9654,0,True,False,0.0,0.0,,0.0
NGC4694,close-to-peak,radius_re,2.0,2.25,2.125,7964,0,True,False,0.0,0.0,,0.0
NGC4694,close-to-peak,radius_re,2.25,2.5,2.375,5571,0,True,False,0.0,0.0,,0.0
NGC4694,close-to-peak,radius_re,2.5,2.75,2.625,4106,0,True,False,0.0,0.0,,0.0
NGC4694,close-to-peak,radius_re,2.75,3.0,2.875,2176,0,True,False,0.0,0.0,,0.0
NGC4694,close-to-peak,radius_re,3.0,3.25,3.125,537,0,True,False,0.0,0.0,,0.0
NGC4694,close-to-peak,radius_re,3.25,3.5,3.375,0,0,False,False,,0.0,,
NGC4694,close-to-peak,radius_re,3.5,3.75,3.625,0,0,False,False,,0.0,,
NGC4694,close-to-peak,radius_re,3.75,4.0,3.875,0,0,False,False,,0.0,,
NGC4694,close-to-peak,radius_re,4.0,4.25,4.125,0,0,False,False,,0.0,,
NGC4694,close-to-peak,radius_re,4.25,4.5,4.375,0,0,False,False,,0.0,,
NGC4694,close-to-peak,radius_re,4.5,4.75,4.625,0,0,False,False,,0.0,,
NGC4694,close-to-peak,radius_re,4.75,5.0,4.875,0,0,False,False,,0.0,,
NGC4694,close-to-peak,radius_re,5.0,5.25,5.125,0,0,False,False,,0.0,,
NGC4694,close-to-peak,radius_re,5.25,5.5,5.375,0,0,False,False,,0.0,,
NGC4694,close-to-peak,radius_re,5.5,5.75,5.625,0,0,False,False,,0.0,,
NGC4694,close-to-peak,radius_re,5.75,6.0,5.875,0,0,False,False,,0.0,,
NGC4694,close-to-peak,radius_re,6.0,6.25,6.125,0,0,False,False,,0.0,,
NGC4694,close-to-peak,radius_re,6.25,6.5,6.375,0,0,False,False,,0.0,,
NGC4694,close-to-peak,radius_re,6.5,6.75,6.625,0,0,False,False,,0.0,,
NGC4694,close-to-peak,radius_re,6.75,7.0,6.875,0,0,False,False,,0.0,,
NGC4694,close-to-peak,radius_re,7.0,7.25,7.125,0,0,False,False,,0.0,,
NGC4694,close-to-peak,radius_re,7.25,7.5,7.375,0,0,False,False,,0.0,,
NGC4694,close-to-peak,radius_re,7.5,7.75,7.625,0,0,False,False,,0.0,,
NGC4694,close-to-peak,radius_re,7.75,8.0,7.875,0,0,False,False,,0.0,,
IC3392,post-peak,log_sigma_star,5.75,6.0,5.875,0,0,False,False,,0.0,,
IC3392,post-peak,log_sigma_star,6.0,6.25,6.125,0,0,False,False,,0.0,,
IC3392,post-peak,log_sigma_star,6.25,6.5,6.375,0,0,False,False,,0.0,,
IC3392,post-peak,log_sigma_star,6.5,6.75,6.625,0,0,False,False,,0.0,,
IC3392,post-peak,log_sigma_star,6.75,7.0,6.875,0,0,False,False,,0.0,,
IC3392,post-peak,log_sigma_star,7.0,7.25,7.125,0,0,False,False,,0.0,,
IC3392,post-peak,log_sigma_star,7.25,7.5,7.375,459,0,True,False,0.0,0.0,,0.0
IC3392,post-peak,log_sigma_star,7.5,7.75,7.625,10886,0,True,False,0.0,0.0,,0.0
IC3392,post-peak,log_sigma_star,7.75,8.0,7.875,17522,319,True,True,0.01820568428261614,6.275590896330844,0.019672698734579448,0.0003581549421487755
IC3392,post-peak,log_sigma_star,8.0,8.25,8.125,18962,5474,True,True,0.2886826284147242,76.99769193559581,0.01406607452239602,0.004060631364602669
IC3392,post-peak,log_sigma_star,8.25,8.5,8.375,6793,5838,True,True,0.8594141027528338,103.24050786406536,0.017684225396379816,0.015198072701908635
IC3392,post-peak,log_sigma_star,8.5,8.75,8.625,1729,1667,True,True,0.9641411220358589,32.136763929273016,0.019278202717020406,0.018586907998422796
IC3392,post-peak,log_sigma_star,8.75,9.0,8.875,572,488,True,True,0.8531468531468531,15.157193955395739,0.03105982367908963,0.026498590831111432
IC3392,post-peak,log_sigma_star,9.0,9.25,9.125,106,101,True,True,0.9528301886792453,5.495666755529932,0.05441254213395972,0.05184591278801823
IC3392,post-peak,log_sigma_star,9.25,9.5,9.375,1,1,False,False,,0.06687258444910159,0.06687258444910159,
IC3392,post-peak,log_sigma_star,9.5,9.75,9.625,0,0,False,False,,0.0,,
IC3392,post-peak,log_sigma_star,9.75,10.0,9.875,0,0,False,False,,0.0,,
IC3392,post-peak,log_sigma_star,10.0,10.25,10.125,0,0,False,False,,0.0,,
IC3392,post-peak,log_sigma_star,10.25,10.5,10.375,0,0,False,False,,0.0,,
IC3392,post-peak,log_sigma_star,10.5,10.75,10.625,0,0,False,False,,0.0,,
IC3392,post-peak,log_sigma_star,10.75,11.0,10.875,0,0,False,False,,0.0,,
IC3392,post-peak,log_sigma_star,11.0,11.25,11.125,0,0,False,False,,0.0,,
IC3392,post-peak,radius_re,0.0,0.25,0.125,1646,1543,True,True,0.9374240583232077,41.32869307745213,0.026784635824661132,0.02510856201546302
IC3392,post-peak,radius_re,0.25,0.5,0.375,4907,4786,True,True,0.9753413490931323,83.40485923331019,0.017426840625430463,0.01699711824603835
IC3392,post-peak,radius_re,0.5,0.75,0.625,8210,5897,True,True,0.7182704019488428,98.27216967149411,0.016664773557994592,0.011969813601887225
IC3392,post-peak,radius_re,0.75,1.0,0.875,11465,1662,True,True,0.14496293065852595,16.3645659383834,0.009846309228870878,0.0014273498419872133
IC3392,post-peak,radius_re,1.0,1.25,1.125,12274,0,True,False,0.0,0.0,,0.0
IC3392,post-peak,radius_re,1.25,1.5,1.375,10200,0,True,False,0.0,0.0,,0.0
IC3392,post-peak,radius_re,1.5,1.75,1.625,6831,0,True,False,0.0,0.0,,0.0
IC3392,post-peak,radius_re,1.75,2.0,1.875,1487,0,True,False,0.0,0.0,,0.0
IC3392,post-peak,radius_re,2.0,2.25,2.125,10,0,False,False,,0.0,,
IC3392,post-peak,radius_re,2.25,2.5,2.375,0,0,False,False,,0.0,,
IC3392,post-peak,radius_re,2.5,2.75,2.625,0,0,False,False,,0.0,,
IC3392,post-peak,radius_re,2.75,3.0,2.875,0,0,False,False,,0.0,,
IC3392,post-peak,radius_re,3.0,3.25,3.125,0,0,False,False,,0.0,,
IC3392,post-peak,radius_re,3.25,3.5,3.375,0,0,False,False,,0.0,,
IC3392,post-peak,radius_re,3.5,3.75,3.625,0,0,False,False,,0.0,,
IC3392,post-peak,radius_re,3.75,4.0,3.875,0,0,False,False,,0.0,,
IC3392,post-peak,radius_re,4.0,4.25,4.125,0,0,False,False,,0.0,,
IC3392,post-peak,radius_re,4.25,4.5,4.375,0,0,False,False,,0.0,,
IC3392,post-peak,radius_re,4.5,4.75,4.625,0,0,False,False,,0.0,,
IC3392,post-peak,radius_re,4.75,5.0,4.875,0,0,False,False,,0.0,,
IC3392,post-peak,radius_re,5.0,5.25,5.125,0,0,False,False,,0.0,,
IC3392,post-peak,radius_re,5.25,5.5,5.375,0,0,False,False,,0.0,,
IC3392,post-peak,radius_re,5.5,5.75,5.625,0,0,False,False,,0.0,,
IC3392,post-peak,radius_re,5.75,6.0,5.875,0,0,False,False,,0.0,,
IC3392,post-peak,radius_re,6.0,6.25,6.125,0,0,False,False,,0.0,,
IC3392,post-peak,radius_re,6.25,6.5,6.375,0,0,False,False,,0.0,,
IC3392,post-peak,radius_re,6.5,6.75,6.625,0,0,False,False,,0.0,,
IC3392,post-peak,radius_re,6.75,7.0,6.875,0,0,False,False,,0.0,,
IC3392,post-peak,radius_re,7.0,7.25,7.125,0,0,False,False,,0.0,,
IC3392,post-peak,radius_re,7.25,7.5,7.375,0,0,False,False,,0.0,,
IC3392,post-peak,radius_re,7.5,7.75,7.625,0,0,False,False,,0.0,,
IC3392,post-peak,radius_re,7.75,8.0,7.875,0,0,False,False,,0.0,,
NGC4064,post-peak,log_sigma_star,5.75,6.0,5.875,0,0,False,False,,0.0,,
NGC4064,post-peak,log_sigma_star,6.0,6.25,6.125,0,0,False,False,,0.0,,
NGC4064,post-peak,log_sigma_star,6.25,6.5,6.375,0,0,False,False,,0.0,,
NGC4064,post-peak,log_sigma_star,6.5,6.75,6.625,0,0,False,False,,0.0,,
NGC4064,post-peak,log_sigma_star,6.75,7.0,6.875,116,0,True,False,0.0,0.0,,0.0
NGC4064,post-peak,log_sigma_star,7.0,7.25,7.125,2735,0,True,False,0.0,0.0,,0.0
NGC4064,post-peak,log_sigma_star,7.25,7.5,7.375,18292,0,True,False,0.0,0.0,,0.0
NGC4064,post-peak,log_sigma_star,7.5,7.75,7.625,35134,0,True,False,0.0,0.0,,0.0
NGC4064,post-peak,log_sigma_star,7.75,8.0,7.875,31345,0,True,False,0.0,0.0,,0.0
NGC4064,post-peak,log_sigma_star,8.0,8.25,8.125,20221,11,True,False,0.0005439889224073982,0.5140414914007225,0.04673104467279296,2.542117063452463e-05
NGC4064,post-peak,log_sigma_star,8.25,8.5,8.375,12062,463,True,True,0.03838501077764882,22.99813695393613,0.049672002060337214,0.0019066603344334379
NGC4064,post-peak,log_sigma_star,8.5,8.75,8.625,6328,1374,True,True,0.21713021491782553,135.27873933005338,0.0984561421616109,0.02137780330753056
NGC4064,post-peak,log_sigma_star,8.75,9.0,8.875,1855,1169,True,True,0.630188679245283,184.4374962143051,0.15777373499940556,0.09942722167887068
NGC4064,post-peak,log_sigma_star,9.0,9.25,9.125,304,243,True,True,0.7993421052631579,63.04633400976368,0.2594499341965584,0.20738925661106475
NGC4064,post-peak,log_sigma_star,9.25,9.5,9.375,14,13,False,False,,4.968093337152499,0.38216102593480766,
NGC4064,post-peak,log_sigma_star,9.5,9.75,9.625,0,0,False,False,,0.0,,
NGC4064,post-peak,log_sigma_star,9.75,10.0,9.875,0,0,False,False,,0.0,,
NGC4064,post-peak,log_sigma_star,10.0,10.25,10.125,0,0,False,False,,0.0,,
NGC4064,post-peak,log_sigma_star,10.25,10.5,10.375,0,0,False,False,,0.0,,
NGC4064,post-peak,log_sigma_star,10.5,10.75,10.625,0,0,False,False,,0.0,,
NGC4064,post-peak,log_sigma_star,10.75,11.0,10.875,0,0,False,False,,0.0,,
NGC4064,post-peak,log_sigma_star,11.0,11.25,11.125,0,0,False,False,,0.0,,
NGC4064,post-peak,radius_re,0.0,0.25,0.125,5452,2580,True,True,0.4732208363903155,397.6022433472401,0.1541093966462171,0.07292777757652974
NGC4064,post-peak,radius_re,0.25,0.5,0.375,16350,693,True,True,0.04238532110091743,13.640597989371388,0.019683402582065496,0.0008342873387994732
NGC4064,post-peak,radius_re,0.5,0.75,0.625,26951,0,True,False,0.0,0.0,,0.0
NGC4064,post-peak,radius_re,0.75,1.0,0.875,37326,0,True,False,0.0,0.0,,0.0
NGC4064,post-peak,radius_re,1.0,1.25,1.125,32327,0,True,False,0.0,0.0,,0.0
NGC4064,post-peak,radius_re,1.25,1.5,1.375,9491,0,True,False,0.0,0.0,,0.0
NGC4064,post-peak,radius_re,1.5,1.75,1.625,509,0,True,False,0.0,0.0,,0.0
NGC4064,post-peak,radius_re,1.75,2.0,1.875,0,0,False,False,,0.0,,
NGC4064,post-peak,radius_re,2.0,2.25,2.125,0,0,False,False,,0.0,,
NGC4064,post-peak,radius_re,2.25,2.5,2.375,0,0,False,False,,0.0,,
NGC4064,post-peak,radius_re,2.5,2.75,2.625,0,0,False,False,,0.0,,
NGC4064,post-peak,radius_re,2.75,3.0,2.875,0,0,False,False,,0.0,,
NGC4064,post-peak,radius_re,3.0,3.25,3.125,0,0,False,False,,0.0,,
NGC4064,post-peak,radius_re,3.25,3.5,3.375,0,0,False,False,,0.0,,
NGC4064,post-peak,radius_re,3.5,3.75,3.625,0,0,False,False,,0.0,,
NGC4064,post-peak,radius_re,3.75,4.0,3.875,0,0,False,False,,0.0,,
NGC4064,post-peak,radius_re,4.0,4.25,4.125,0,0,False,False,,0.0,,
NGC4064,post-peak,radius_re,4.25,4.5,4.375,0,0,False,False,,0.0,,
NGC4064,post-peak,radius_re,4.5,4.75,4.625,0,0,False,False,,0.0,,
NGC4064,post-peak,radius_re,4.75,5.0,4.875,0,0,False,False,,0.0,,
NGC4064,post-peak,radius_re,5.0,5.25,5.125,0,0,False,False,,0.0,,
NGC4064,post-peak,radius_re,5.25,5.5,5.375,0,0,False,False,,0.0,,
NGC4064,post-peak,radius_re,5.5,5.75,5.625,0,0,False,False,,0.0,,
NGC4064,post-peak,radius_re,5.75,6.0,5.875,0,0,False,False,,0.0,,
NGC4064,post-peak,radius_re,6.0,6.25,6.125,0,0,False,False,,0.0,,
NGC4064,post-peak,radius_re,6.25,6.5,6.375,0,0,False,False,,0.0,,
NGC4064,post-peak,radius_re,6.5,6.75,6.625,0,0,False,False,,0.0,,
NGC4064,post-peak,radius_re,6.75,7.0,6.875,0,0,False,False,,0.0,,
NGC4064,post-peak,radius_re,7.0,7.25,7.125,0,0,False,False,,0.0,,
NGC4064,post-peak,radius_re,7.25,7.5,7.375,0,0,False,False,,0.0,,
NGC4064,post-peak,radius_re,7.5,7.75,7.625,0,0,False,False,,0.0,,
NGC4064,post-peak,radius_re,7.75,8.0,7.875,0,0,False,False,,0.0,,
NGC4293,post-peak,log_sigma_star,5.75,6.0,5.875,0,0,False,False,,0.0,,
NGC4293,post-peak,log_sigma_star,6.0,6.25,6.125,0,0,False,False,,0.0,,
NGC4293,post-peak,log_sigma_star,6.25,6.5,6.375,0,0,False,False,,0.0,,
NGC4293,post-peak,log_sigma_star,6.5,6.75,6.625,0,0,False,False,,0.0,,
NGC4293,post-peak,log_sigma_star,6.75,7.0,6.875,0,0,False,False,,0.0,,
NGC4293,post-peak,log_sigma_star,7.0,7.25,7.125,122,0,True,False,0.0,0.0,,0.0
NGC4293,post-peak,log_sigma_star,7.25,7.5,7.375,1422,0,True,False,0.0,0.0,,0.0
NGC4293,post-peak,log_sigma_star,7.5,7.75,7.625,30782,0,True,False,0.0,0.0,,0.0
NGC4293,post-peak,log_sigma_star,7.75,8.0,7.875,75925,0,True,False,0.0,0.0,,0.0
NGC4293,post-peak,log_sigma_star,8.0,8.25,8.125,72234,61,True,True,0.0008444776697953872,0.9333655048421939,0.015301073849872032,1.2921415190107067e-05
NGC4293,post-peak,log_sigma_star,8.25,8.5,8.375,42758,294,True,True,0.0068759062631554325,4.229065913410062,0.014384577936768917,9.890700952827686e-05
NGC4293,post-peak,log_sigma_star,8.5,8.75,8.625,18662,116,True,True,0.006215839674204265,3.188848065876581,0.027490069533418805,0.00017087386485245854
NGC4293,post-peak,log_sigma_star,8.75,9.0,8.875,7761,0,True,False,0.0,0.0,,0.0
NGC4293,post-peak,log_sigma_star,9.0,9.25,9.125,2968,0,True,False,0.0,0.0,,0.0
NGC4293,post-peak,log_sigma_star,9.25,9.5,9.375,901,0,True,False,0.0,0.0,,0.0
NGC4293,post-peak,log_sigma_star,9.5,9.75,9.625,180,0,True,False,0.0,0.0,,0.0
NGC4293,post-peak,log_sigma_star,9.75,10.0,9.875,51,0,True,False,0.0,0.0,,0.0
NGC4293,post-peak,log_sigma_star,10.0,10.25,10.125,24,0,False,False,,0.0,,
NGC4293,post-peak,log_sigma_star,10.25,10.5,10.375,7,0,False,False,,0.0,,
NGC4293,post-peak,log_sigma_star,10.5,10.75,10.625,0,0,False,False,,0.0,,
NGC4293,post-peak,log_sigma_star,10.75,11.0,10.875,0,0,False,False,,0.0,,
NGC4293,post-peak,log_sigma_star,11.0,11.25,11.125,0,0,False,False,,0.0,,
NGC4293,post-peak,radius_re,0.0,0.25,0.125,13192,0,True,False,0.0,0.0,,0.0
NGC4293,post-peak,radius_re,0.25,0.5,0.375,39504,33,True,True,0.0008353584447144593,0.28104330096379354,0.0085164636655695,7.114299842137341e-06
NGC4293,post-peak,radius_re,0.5,0.75,0.625,65299,438,True,True,0.006707606548339178,8.070236183165042,0.018425196765216992,0.00012358897047680734
NGC4293,post-peak,radius_re,0.75,1.0,0.875,65477,0,True,False,0.0,0.0,,0.0
NGC4293,post-peak,radius_re,1.0,1.25,1.125,45456,0,True,False,0.0,0.0,,0.0
NGC4293,post-peak,radius_re,1.25,1.5,1.375,19159,0,True,False,0.0,0.0,,0.0
NGC4293,post-peak,radius_re,1.5,1.75,1.625,5638,0,True,False,0.0,0.0,,0.0
NGC4293,post-peak,radius_re,1.75,2.0,1.875,72,0,True,False,0.0,0.0,,0.0
NGC4293,post-peak,radius_re,2.0,2.25,2.125,0,0,False,False,,0.0,,
NGC4293,post-peak,radius_re,2.25,2.5,2.375,0,0,False,False,,0.0,,
NGC4293,post-peak,radius_re,2.5,2.75,2.625,0,0,False,False,,0.0,,
NGC4293,post-peak,radius_re,2.75,3.0,2.875,0,0,False,False,,0.0,,
NGC4293,post-peak,radius_re,3.0,3.25,3.125,0,0,False,False,,0.0,,
NGC4293,post-peak,radius_re,3.25,3.5,3.375,0,0,False,False,,0.0,,
NGC4293,post-peak,radius_re,3.5,3.75,3.625,0,0,False,False,,0.0,,
NGC4293,post-peak,radius_re,3.75,4.0,3.875,0,0,False,False,,0.0,,
NGC4293,post-peak,radius_re,4.0,4.25,4.125,0,0,False,False,,0.0,,
NGC4293,post-peak,radius_re,4.25,4.5,4.375,0,0,False,False,,0.0,,
NGC4293,post-peak,radius_re,4.5,4.75,4.625,0,0,False,False,,0.0,,
NGC4293,post-peak,radius_re,4.75,5.0,4.875,0,0,False,False,,0.0,,
NGC4293,post-peak,radius_re,5.0,5.25,5.125,0,0,False,False,,0.0,,
NGC4293,post-peak,radius_re,5.25,5.5,5.375,0,0,False,False,,0.0,,
NGC4293,post-peak,radius_re,5.5,5.75,5.625,0,0,False,False,,0.0,,
NGC4293,post-peak,radius_re,5.75,6.0,5.875,0,0,False,False,,0.0,,
NGC4293,post-peak,radius_re,6.0,6.25,6.125,0,0,False,False,,0.0,,
NGC4293,post-peak,radius_re,6.25,6.5,6.375,0,0,False,False,,0.0,,
NGC4293,post-peak,radius_re,6.5,6.75,6.625,0,0,False,False,,0.0,,
NGC4293,post-peak,radius_re,6.75,7.0,6.875,0,0,False,False,,0.0,,
NGC4293,post-peak,radius_re,7.0,7.25,7.125,0,0,False,False,,0.0,,
NGC4293,post-peak,radius_re,7.25,7.5,7.375,0,0,False,False,,0.0,,
NGC4293,post-peak,radius_re,7.5,7.75,7.625,0,0,False,False,,0.0,,
NGC4293,post-peak,radius_re,7.75,8.0,7.875,0,0,False,False,,0.0,,
NGC4380,post-peak,log_sigma_star,5.75,6.0,5.875,0,0,False,False,,0.0,,
NGC4380,post-peak,log_sigma_star,6.0,6.25,6.125,0,0,False,False,,0.0,,
NGC4380,post-peak,log_sigma_star,6.25,6.5,6.375,0,0,False,False,,0.0,,
NGC4380,post-peak,log_sigma_star,6.5,6.75,6.625,0,0,False,False,,0.0,,
NGC4380,post-peak,log_sigma_star,6.75,7.0,6.875,0,0,False,False,,0.0,,
NGC4380,post-peak,log_sigma_star,7.0,7.25,7.125,0,0,False,False,,0.0,,
NGC4380,post-peak,log_sigma_star,7.25,7.5,7.375,7225,1284,True,True,0.17771626297577856,2.968682025933968,0.0023120576525965486,0.00041089024580400943
NGC4380,post-peak,log_sigma_star,7.5,7.75,7.625,60914,8242,True,True,0.135305512690022,23.5653847905314,0.002859182818555132,0.0003868631971391043
NGC4380,post-peak,log_sigma_star,7.75,8.0,7.875,96316,27427,True,True,0.2847605797582956,74.14353475792062,0.00270330458154084,0.0007697945799028264
NGC4380,post-peak,log_sigma_star,8.0,8.25,8.125,46777,12960,True,True,0.27705923851465464,59.02474685710769,0.004554378615517569,0.0012618326711227245
NGC4380,post-peak,log_sigma_star,8.25,8.5,8.375,15044,4779,True,True,0.31766817335814945,31.36222171384096,0.006562507159205055,0.0020846996619144484
NGC4380,post-peak,log_sigma_star,8.5,8.75,8.625,4503,1080,True,True,0.23984010659560293,9.192872689940437,0.008511919157352256,0.0020414995980325198
NGC4380,post-peak,log_sigma_star,8.75,9.0,8.875,1713,284,True,True,0.16579100992410975,3.765289080247256,0.01325806014171569,0.00219806718052963
NGC4380,post-peak,log_sigma_star,9.0,9.25,9.125,819,19,True,False,0.0231990231990232,0.3235859246086849,0.017030838137299206,0.0003950988090460133
NGC4380,post-peak,log_sigma_star,9.25,9.5,9.375,271,0,True,False,0.0,0.0,,0.0
NGC4380,post-peak,log_sigma_star,9.5,9.75,9.625,85,0,True,False,0.0,0.0,,0.0
NGC4380,post-peak,log_sigma_star,9.75,10.0,9.875,22,0,False,False,,0.0,,
NGC4380,post-peak,log_sigma_star,10.0,10.25,10.125,6,0,False,False,,0.0,,
NGC4380,post-peak,log_sigma_star,10.25,10.5,10.375,0,0,False,False,,0.0,,
NGC4380,post-peak,log_sigma_star,10.5,10.75,10.625,0,0,False,False,,0.0,,
NGC4380,post-peak,log_sigma_star,10.75,11.0,10.875,0,0,False,False,,0.0,,
NGC4380,post-peak,log_sigma_star,11.0,11.25,11.125,0,0,False,False,,0.0,,
NGC4380,post-peak,radius_re,0.0,0.25,0.125,7884,1641,True,True,0.20814307458143075,15.685321384126905,0.0095583920683284,0.0019895131131566343
NGC4380,post-peak,radius_re,0.25,0.5,0.375,23623,7683,True,True,0.3252338822334166,45.02076464007041,0.005859789748805208,0.0019058021690754948
NGC4380,post-peak,radius_re,0.5,0.75,0.625,39220,9269,True,True,0.2363335033146354,39.37931524037806,0.004248496627508692,0.0010040620917995426
NGC4380,post-peak,radius_re,0.75,1.0,0.875,52829,14979,True,True,0.2835374510212194,40.35997073030198,0.0026944369270513373,0.0007639737782335835
NGC4380,post-peak,radius_re,1.0,1.25,1.125,59156,17299,True,True,0.2924301845966597,55.15823048088597,0.003188521329607837,0.0009324198810076065
NGC4380,post-peak,radius_re,1.25,1.5,1.375,45643,5204,True,True,0.11401529259689328,8.74271536436768,0.0016799991092174634,0.00019154558999994918
NGC4380,post-peak,radius_re,1.5,1.75,1.625,5340,0,True,False,0.0,0.0,,0.0
NGC4380,post-peak,radius_re,1.75,2.0,1.875,0,0,False,False,,0.0,,
NGC4380,post-peak,radius_re,2.0,2.25,2.125,0,0,False,False,,0.0,,
NGC4380,post-peak,radius_re,2.25,2.5,2.375,0,0,False,False,,0.0,,
NGC4380,post-peak,radius_re,2.5,2.75,2.625,0,0,False,False,,0.0,,
NGC4380,post-peak,radius_re,2.75,3.0,2.875,0,0,False,False,,0.0,,
NGC4380,post-peak,radius_re,3.0,3.25,3.125,0,0,False,False,,0.0,,
NGC4380,post-peak,radius_re,3.25,3.5,3.375,0,0,False,False,,0.0,,
NGC4380,post-peak,radius_re,3.5,3.75,3.625,0,0,False,False,,0.0,,
NGC4380,post-peak,radius_re,3.75,4.0,3.875,0,0,False,False,,0.0,,
NGC4380,post-peak,radius_re,4.0,4.25,4.125,0,0,False,False,,0.0,,
NGC4380,post-peak,radius_re,4.25,4.5,4.375,0,0,False,False,,0.0,,
NGC4380,post-peak,radius_re,4.5,4.75,4.625,0,0,False,False,,0.0,,
NGC4380,post-peak,radius_re,4.75,5.0,4.875,0,0,False,False,,0.0,,
NGC4380,post-peak,radius_re,5.0,5.25,5.125,0,0,False,False,,0.0,,
NGC4380,post-peak,radius_re,5.25,5.5,5.375,0,0,False,False,,0.0,,
NGC4380,post-peak,radius_re,5.5,5.75,5.625,0,0,False,False,,0.0,,
NGC4380,post-peak,radius_re,5.75,6.0,5.875,0,0,False,False,,0.0,,
NGC4380,post-peak,radius_re,6.0,6.25,6.125,0,0,False,False,,0.0,,
NGC4380,post-peak,radius_re,6.25,6.5,6.375,0,0,False,False,,0.0,,
NGC4380,post-peak,radius_re,6.5,6.75,6.625,0,0,False,False,,0.0,,
NGC4380,post-peak,radius_re,6.75,7.0,6.875,0,0,False,False,,0.0,,
NGC4380,post-peak,radius_re,7.0,7.25,7.125,0,0,False,False,,0.0,,
NGC4380,post-peak,radius_re,7.25,7.5,7.375,0,0,False,False,,0.0,,
NGC4380,post-peak,radius_re,7.5,7.75,7.625,0,0,False,False,,0.0,,
NGC4380,post-peak,radius_re,7.75,8.0,7.875,0,0,False,False,,0.0,,
NGC4394,post-peak,log_sigma_star,5.75,6.0,5.875,0,0,False,False,,0.0,,
NGC4394,post-peak,log_sigma_star,6.0,6.25,6.125,0,0,False,False,,0.0,,
NGC4394,post-peak,log_sigma_star,6.25,6.5,6.375,0,0,False,False,,0.0,,
NGC4394,post-peak,log_sigma_star,6.5,6.75,6.625,0,0,False,False,,0.0,,
NGC4394,post-peak,log_sigma_star,6.75,7.0,6.875,0,0,False,False,,0.0,,
NGC4394,post-peak,log_sigma_star,7.0,7.25,7.125,0,0,False,False,,0.0,,
NGC4394,post-peak,log_sigma_star,7.25,7.5,7.375,41,0,False,False,,0.0,,
NGC4394,post-peak,log_sigma_star,7.5,7.75,7.625,7228,2425,True,True,0.33550083010514664,7.369137640830955,0.0030388196457034867,0.0010195265136733473
NGC4394,post-peak,log_sigma_star,7.75,8.0,7.875,48390,13908,True,True,0.2874147551146931,55.44231273889616,0.003986361284073639,0.0011457390522607183
NGC4394,post-peak,log_sigma_star,8.0,8.25,8.125,55238,12258,True,True,0.22191245157319237,53.10713065733158,0.0043324466191329404,0.0009614238505617796
NGC4394,post-peak,log_sigma_star,8.25,8.5,8.375,28124,1839,True,True,0.06538899160859053,15.07297136330407,0.008196286766342615,0.0005359469265859789
NGC4394,post-peak,log_sigma_star,8.5,8.75,8.625,17701,0,True,False,0.0,0.0,,0.0
NGC4394,post-peak,log_sigma_star,8.75,9.0,8.875,9891,0,True,False,0.0,0.0,,0.0
NGC4394,post-peak,log_sigma_star,9.0,9.25,9.125,4739,0,True,False,0.0,0.0,,0.0
NGC4394,post-peak,log_sigma_star,9.25,9.5,9.375,1975,0,True,False,0.0,0.0,,0.0
NGC4394,post-peak,log_sigma_star,9.5,9.75,9.625,809,0,True,False,0.0,0.0,,0.0
NGC4394,post-peak,log_sigma_star,9.75,10.0,9.875,336,0,True,False,0.0,0.0,,0.0
NGC4394,post-peak,log_sigma_star,10.0,10.25,10.125,148,0,True,False,0.0,0.0,,0.0
NGC4394,post-peak,log_sigma_star,10.25,10.5,10.375,74,0,True,False,0.0,0.0,,0.0
NGC4394,post-peak,log_sigma_star,10.5,10.75,10.625,27,0,False,False,,0.0,,
NGC4394,post-peak,log_sigma_star,10.75,11.0,10.875,2,0,False,False,,0.0,,
NGC4394,post-peak,log_sigma_star,11.0,11.25,11.125,0,0,False,False,,0.0,,
NGC4394,post-peak,radius_re,0.0,0.25,0.125,9455,0,True,False,0.0,0.0,,0.0
NGC4394,post-peak,radius_re,0.25,0.5,0.375,28229,0,True,False,0.0,0.0,,0.0
NGC4394,post-peak,radius_re,0.5,0.75,0.625,46802,3229,True,True,0.06899277808640657,10.856615567432332,0.0033622222259003815,0.00023196905190872894
NGC4394,post-peak,radius_re,0.75,1.0,0.875,44954,14313,True,True,0.3183921341816079,74.8801467060855,0.0052316178792765665,0.0016657059818055233
NGC4394,post-peak,radius_re,1.0,1.25,1.125,37677,11395,True,True,0.30243915386044534,41.12389622330867,0.003608942187214451,0.0010914854214324036
NGC4394,post-peak,radius_re,1.25,1.5,1.375,7606,1493,True,True,0.19629240073626084,4.130893903536286,0.002766841194598986,0.0005431099005438188
NGC4394,post-peak,radius_re,1.5,1.75,1.625,0,0,False,False,,0.0,,
NGC4394,post-peak,radius_re,1.75,2.0,1.875,0,0,False,False,,0.0,,
NGC4394,post-peak,radius_re,2.0,2.25,2.125,0,0,False,False,,0.0,,
NGC4394,post-peak,radius_re,2.25,2.5,2.375,0,0,False,False,,0.0,,
